food_code,main_food_description,wweia_category_description,energy_(kcal),protein_(g),carbohydrate_(g),"sugars,_total_(g)","fiber,_total_dietary_(g)",total_fat_(g),"fatty_acids,_total_saturated_(g)","fatty_acids,_total_monounsaturated_(g)","fatty_acids,_total_polyunsaturated_(g)",cholesterol_(mg)
92161000,"Coffee, Cappuccino",Coffee,27,1.71,2.75,2.46,0.0,0.99,0.575,0.201,0.045,4
92161001,"Coffee, Cappuccino, nonfat",Coffee,19,1.75,2.76,2.54,0.0,0.07,0.04,0.009,0.019,2
92161002,"Coffee, Cappuccino, with non-dairy milk",Coffee,17,0.6,1.82,1.03,0.1,0.84,0.096,0.397,0.274,0
92162000,"Coffee, Cappuccino, decaffeinated",Coffee,27,1.72,2.76,2.48,0.0,0.99,0.577,0.202,0.045,4
92162001,"Coffee, Cappuccino, decaffeinated, nonfat",Coffee,19,1.75,2.77,2.56,0.0,0.07,0.04,0.009,0.018,2
92162002,"Coffee, Cappuccino, decaffeinated, with non-dairy milk",Coffee,17,0.6,1.83,1.04,0.1,0.85,0.096,0.399,0.275,0
92171000,"Coffee, bottled/canned",Coffee,71,1.98,12.6,10.67,0.0,1.38,0.0,0.293,0.038,5
92171010,"Coffee, bottled/canned, light",Coffee,35,1.27,5.91,5.91,0.0,0.7,0.397,0.152,0.021,3
92191100,"Coffee, instant, not reconstituted",Not included in a food category,353,12.2,75.4,0.0,0.0,0.5,0.197,0.041,0.196,0
92191200,"Coffee, instant, decaffeinated, not reconstituted",Not included in a food category,351,11.6,76.0,0.0,0.0,0.2,0.101,0.021,0.101,0
92191400,"Coffee, instant, pre-sweetened with sugar, not reconstituted",Not included in a food category,392,2.36,94.92,80.48,0.0,0.36,0.038,0.008,0.038,0
92193000,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",Not included in a food category,438,2.4,82.96,56.07,0.0,11.29,6.453,3.294,0.162,0
92193005,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",Not included in a food category,465,0.0,86.28,66.67,0.0,13.33,13.333,0.0,0.0,0
92193025,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",Not included in a food category,457,4.22,68.16,17.26,0.0,20.14,11.711,5.984,0.273,0
92201010,Coffee substitute,Coffee,6,0.1,1.3,0.08,0.4,0.04,0.01,0.006,0.02,0
92202010,Chicory beverage,Coffee,7,0.22,1.42,0.0,0.0,0.0,0.002,0.0,0.002,0
92302000,"Tea, hot, leaf, black",Tea,1,0.0,0.3,0.0,0.0,0.0,0.002,0.001,0.004,0
92302500,"Tea, hot, leaf, black, decaffeinated",Tea,1,0.0,0.3,0.0,0.0,0.0,0.002,0.001,0.004,0
92303010,"Tea, hot, leaf, green",Tea,1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92303100,"Tea, hot, leaf, green, decaffeinated",Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92304100,"Tea, hot, leaf, oolong",Tea,1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0
92305010,"Tea, iced, instant, black, unsweetened",Tea,1,0.02,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0
92305040,"Tea, iced, instant, black, pre-sweetened with sugar",Tea,30,0.01,7.31,7.07,0.1,0.05,0.007,0.002,0.016,0
92305050,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar",Tea,32,0.06,7.89,7.76,0.0,0.02,0.0,0.0,0.0,0
92305090,"Tea, iced, instant, black, pre-sweetened with low calorie sweetener",Tea,2,0.02,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0
92305110,"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener",Tea,3,0.03,0.72,0.02,0.0,0.0,0.0,0.0,0.0,0
92305180,"Tea, iced, instant, black, decaffeinated, unsweetened",Tea,1,0.06,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0
92305900,"Tea, iced, instant, green, unsweetened",Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92305910,"Tea, iced, instant, green, pre-sweetened with sugar",Tea,27,0.0,6.2,5.32,0.0,0.22,0.0,0.0,0.0,0
92305920,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener",Tea,4,0.0,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0
92306000,"Tea, hot, herbal",Tea,1,0.0,0.2,0.0,0.0,0.0,0.002,0.001,0.005,0
92306090,"Tea, hot, hibiscus",Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92306100,Corn beverage,Smoothies and grain drinks,44,0.84,9.4,0.19,0.5,0.21,0.026,0.046,0.098,0
92306700,"Tea, hot, chamomile",Tea,1,0.0,0.2,0.0,0.0,0.0,0.002,0.001,0.005,0
92306800,"Tea, hot, with milk",Tea,51,1.58,8.95,8.72,0.1,1.05,0.604,0.218,0.035,4
92306850,"Tea, ginger",Tea,1,0.02,0.18,0.02,0.0,0.01,0.002,0.002,0.002,0
92306910,"Tea, bubble",Tea,55,0.39,10.35,3.5,0.1,1.39,0.844,0.399,0.067,4
92306920,"Tea, kombucha",Tea,16,0.1,3.98,3.99,0.0,0.01,0.0,0.0,0.0,0
92307000,"Tea, iced, instant, black, unsweetened, dry",Not included in a food category,315,20.21,58.66,5.53,8.5,0.0,0.0,0.0,0.0,0
92307400,"Tea, iced, instant, black, pre-sweetened, dry",Not included in a food category,401,0.12,98.55,95.29,0.7,0.73,0.097,0.033,0.218,0
92307500,Iced Tea / Lemonade juice drink,Tea,34,0.2,9.15,7.2,0.3,0.05,0.013,0.003,0.009,0
92307510,"Iced Tea / Lemonade juice drink, light",Tea,21,0.22,6.12,3.86,0.3,0.04,0.014,0.003,0.01,0
92307520,"Iced Tea / Lemonade juice drink, diet",Tea,2,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0
92308000,"Tea, iced, brewed, black, pre-sweetened with sugar",Tea,32,0.0,7.94,7.68,0.0,0.02,0.002,0.001,0.004,0
92308010,"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener",Tea,2,0.0,0.68,0.33,0.0,0.0,0.002,0.001,0.004,0
92308020,"Tea, iced, brewed, black, unsweetened",Tea,1,0.0,0.3,0.0,0.0,0.0,0.002,0.001,0.004,0
92308030,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar",Tea,32,0.0,7.94,7.68,0.0,0.02,0.002,0.001,0.004,0
92308040,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener",Tea,2,0.0,0.68,0.33,0.0,0.0,0.002,0.001,0.004,0
92308050,"Tea, iced, brewed, black, decaffeinated, unsweetened",Tea,1,0.0,0.3,0.0,0.0,0.0,0.002,0.001,0.004,0
92308500,"Tea, iced, brewed, green, pre-sweetened with sugar",Tea,32,0.2,7.66,7.68,0.0,0.02,0.0,0.0,0.0,0
92308510,"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener",Tea,2,0.22,0.38,0.33,0.0,0.0,0.0,0.0,0.0,0
92308520,"Tea, iced, brewed, green, unsweetened",Tea,1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92308530,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar",Tea,31,0.0,7.66,7.68,0.0,0.02,0.0,0.0,0.0,0
92308540,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener",Tea,1,0.0,0.38,0.33,0.0,0.0,0.0,0.0,0.0,0
92308550,"Tea, iced, brewed, green, decaffeinated, unsweetened",Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92309000,"Tea, iced, bottled, black",Tea,45,0.0,10.8,9.49,0.0,0.22,0.0,0.0,0.0,0
92309010,"Tea, iced, bottled, black, decaffeinated",Tea,38,0.0,8.75,7.92,0.0,0.0,0.0,0.0,0.0,0
92309020,"Tea, iced, bottled, black, diet",Tea,1,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0
92309030,"Tea, iced, bottled, black, decaffeinated, diet",Tea,0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0
92309040,"Tea, iced, bottled, black, unsweetened",Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92309050,"Tea, iced, bottled, black, decaffeinated, unsweetened",Tea,1,0.0,0.3,0.0,0.0,0.0,0.002,0.001,0.004,0
92309500,"Tea, iced, bottled, green",Tea,27,0.0,6.2,5.32,0.0,0.22,0.0,0.0,0.0,0
92309510,"Tea, iced, bottled, green, diet",Tea,4,0.0,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0
92309520,"Tea, iced, bottled, green, unsweetened",Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92400000,"Soft drink, NFS",Soft drinks,42,0.0,10.36,9.94,0.0,0.25,0.0,0.0,0.0,0
92400100,"Soft drink, NFS, diet",Diet soft drinks,2,0.11,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0
92410110,"Water, tonic",Flavored or carbonated water,34,0.0,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0
92410210,"Water, carbonated, plain",Flavored or carbonated water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410250,"Water, carbonated, flavored",Flavored or carbonated water,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410310,"Soft drink, cola",Soft drinks,42,0.0,10.36,9.94,0.0,0.25,0.0,0.0,0.0,0
92410320,"Soft drink, cola, diet",Diet soft drinks,2,0.11,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0
92410340,"Soft drink, cola, decaffeinated",Soft drinks,41,0.0,10.58,10.58,0.0,0.0,0.0,0.0,0.0,0
92410350,"Soft drink, cola, decaffeinated, diet",Diet soft drinks,1,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
92410360,"Soft drink, pepper type",Soft drinks,42,0.0,10.36,9.94,0.0,0.25,0.0,0.0,0.0,0
92410370,"Soft drink, pepper type, diet",Diet soft drinks,2,0.11,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0
92410390,"Soft drink, pepper type, decaffeinated",Soft drinks,41,0.0,10.58,10.58,0.0,0.0,0.0,0.0,0.0,0
92410400,"Soft drink, pepper type, decaffeinated, diet",Diet soft drinks,1,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0
92410410,"Soft drink, cream soda",Soft drinks,51,0.0,13.3,13.3,0.0,0.0,0.0,0.0,0.0,0
92410420,"Soft drink, cream soda, diet",Diet soft drinks,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410510,"Soft drink, fruit flavored, caffeine free",Soft drinks,40,0.05,10.14,8.98,0.0,0.02,0.0,0.0,0.0,0
92410520,"Soft drink, fruit flavored, diet, caffeine free",Diet soft drinks,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410550,"Soft drink, fruit flavored, caffeine containing",Soft drinks,49,0.0,12.83,12.9,0.0,0.0,0.0,0.0,0.0,0
92410560,"Soft drink, fruit flavored, caffeine containing, diet",Diet soft drinks,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410610,"Soft drink, ginger ale",Soft drinks,34,0.0,8.76,8.9,0.0,0.0,0.0,0.0,0.0,0
92410620,"Soft drink, ginger ale, diet",Diet soft drinks,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410710,"Soft drink, root beer",Soft drinks,41,0.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0
92410720,"Soft drink, root beer, diet",Diet soft drinks,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
92410810,"Soft drink, chocolate flavored",Soft drinks,42,0.0,10.7,10.7,0.0,0.0,0.0,0.0,0.0,0
92410820,"Soft drink, chocolate flavored, diet",Diet soft drinks,2,0.11,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0
92411510,"Soft drink, cola, fruit or vanilla flavored",Soft drinks,42,0.0,10.36,9.94,0.0,0.25,0.0,0.0,0.0,0
92411520,"Soft drink, cola, chocolate flavored",Soft drinks,42,0.0,10.36,9.94,0.0,0.25,0.0,0.0,0.0,0
92411610,"Soft drink, cola, fruit or vanilla flavored, diet",Diet soft drinks,2,0.11,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0
92411620,"Soft drink, cola, chocolate flavored, diet",Diet soft drinks,2,0.11,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0
92432000,"Fruit juice drink, citrus, carbonated",Fruit drinks,32,0.46,7.16,5.99,0.2,0.24,0.037,0.044,0.077,0
92433000,"Fruit juice drink, noncitrus, carbonated",Fruit drinks,33,0.07,7.74,6.38,0.1,0.18,0.012,0.006,0.023,0
92510610,Fruit juice drink,Fruit drinks,10,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0
92510650,Tamarind drink,Fruit drinks,109,0.64,27.67,22.28,1.2,0.18,0.062,0.041,0.013,0
92510720,"Fruit punch, made with fruit juice and soda",Fruit drinks,44,0.18,10.82,9.44,0.1,0.06,0.004,0.007,0.021,0
92510955,"Lemonade, fruit juice drink",Fruit drinks,46,0.0,12.08,11.67,0.0,0.0,0.0,0.0,0.0,0
92510960,"Lemonade, fruit flavored drink",Fruit drinks,25,0.0,6.55,6.5,0.0,0.07,0.012,0.009,0.036,0
92511000,"Lemonade, frozen concentrate, not reconstituted",Fruit drinks,196,0.22,49.89,44.46,0.3,0.7,0.025,0.008,0.059,0
92511015,Fruit flavored drink,Fruit drinks,64,0.0,16.03,15.85,0.0,0.0,0.0,0.0,0.0,0
92512090,"Pina Colada, nonalcoholic",Fruit drinks,128,0.47,25.64,23.17,0.2,2.79,2.543,0.122,0.058,0
92512110,"Margarita mix, nonalcoholic",Fruit drinks,87,0.1,21.4,21.4,0.0,0.1,0.008,0.002,0.02,0
92513000,Slush frozen drink,Fruit drinks,28,0.0,7.68,7.68,0.0,0.02,0.0,0.0,0.0,0
92513010,"Slush frozen drink, no sugar added",Other diet drinks,11,0.0,3.11,3.11,0.0,0.01,0.0,0.0,0.0,0
92530410,"Fruit flavored drink, with high vitamin C",Fruit drinks,27,0.0,6.67,5.0,0.0,0.0,0.0,0.0,0.0,0
92530510,"Cranberry juice drink, with high vitamin C",Fruit drinks,54,0.0,13.52,11.87,0.0,0.1,0.009,0.019,0.059,0
92530610,"Fruit juice drink, with high vitamin C",Fruit drinks,46,0.13,11.35,10.69,0.1,0.11,0.017,0.002,0.03,0
92530950,"Vegetable and fruit juice drink, with high vitamin C",Fruit drinks,29,0.04,7.47,2.1,0.0,0.01,0.0,0.0,0.0,0
92531030,Fruit juice drink (Sunny D),Fruit drinks,54,0.13,13.16,12.11,0.1,0.0,0.0,0.0,0.0,0
92541010,"Fruit flavored drink, powdered, reconstituted",Fruit drinks,25,0.0,6.55,6.5,0.0,0.07,0.012,0.009,0.036,0
92542000,"Fruit flavored drink, with high vitamin C, powdered, reconstituted",Fruit drinks,41,0.0,10.45,9.75,0.0,0.0,0.0,0.0,0.0,0
92550030,"Fruit juice drink, with high vitamin C, light",Fruit drinks,19,0.1,4.7,4.6,0.1,0.0,0.0,0.0,0.0,0
92550035,"Fruit juice drink, light",Fruit drinks,39,0.0,10.0,9.0,0.0,0.07,0.008,0.012,0.014,0
92550040,"Fruit juice drink, diet",Fruit drinks,1,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0
92550110,"Cranberry juice drink, with high vitamin C, light",Fruit drinks,19,0.1,4.7,4.6,0.1,0.0,0.0,0.0,0.0,0
92550200,"Grape juice drink, light",Fruit drinks,23,0.06,5.51,4.99,0.1,0.1,0.009,0.001,0.008,0
92550350,"Orange juice beverage, 40-50% juice, light",Fruit drinks,21,0.21,5.42,4.17,0.0,0.0,0.0,0.0,0.0,0
92550360,"Apple juice beverage, 40-50% juice, light",Fruit drinks,22,0.0,5.1,4.8,0.0,0.1,0.0,0.0,0.0,0
92550370,"Lemonade, fruit juice drink, light",Fruit drinks,21,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0
92550380,"Pomegranate juice beverage, 40-50% juice, light",Fruit drinks,27,0.08,6.56,6.32,0.0,0.14,0.038,0.029,0.025,0
92550400,"Vegetable and fruit juice drink, with high vitamin C, diet",Other diet drinks,4,0.0,1.1,0.63,0.0,0.0,0.0,0.0,0.0,0
92550405,"Vegetable and fruit juice drink, with high vitamin C, light",Fruit drinks,4,0.0,1.1,0.63,0.0,0.0,0.0,0.0,0.0,0
92550610,"Fruit flavored drink, with high vitamin C, diet",Other diet drinks,2,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0
92550620,"Fruit flavored drink, diet",Other diet drinks,4,0.01,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0
92552000,"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet",Other diet drinks,2,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0
92552010,"Fruit flavored drink, powdered, reconstituted, diet",Other diet drinks,2,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0
92552030,Fruit juice drink (Capri Sun),Fruit drinks,39,0.0,10.0,9.0,0.0,0.07,0.008,0.012,0.014,0
92582110,"Fruit juice drink, added calcium (Sunny D)",Fruit drinks,53,0.0,13.2,8.02,0.1,0.0,0.0,0.0,0.0,0
92610020,"Horchata, made with water",Smoothies and grain drinks,88,1.09,20.45,8.07,0.5,0.13,0.029,0.032,0.027,0
92610030,"Horchata, made with milk",Smoothies and grain drinks,91,1.42,19.65,9.56,0.4,0.63,0.323,0.137,0.039,2
92611010,Frescavena,Smoothies and grain drinks,45,0.25,10.59,9.36,0.2,0.15,0.021,0.037,0.043,0
92611100,Atole de avena,Smoothies and grain drinks,83,1.74,15.46,13.98,0.2,1.58,0.835,0.346,0.102,5
92612010,Sugar cane beverage,Fruit drinks,74,0.0,20.17,20.17,0.0,0.0,0.0,0.0,0.0,0
92613010,Atole,Smoothies and grain drinks,86,1.69,16.28,13.87,0.2,1.54,0.819,0.33,0.104,5
92613510,Atole de chocolate,Smoothies and grain drinks,103,1.8,20.3,17.24,0.6,1.78,1.013,0.504,0.121,6
92801000,"Wine, nonalcoholic",Fruit drinks,6,0.5,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0
92803000,"Beer, nonalcoholic",Fruit drinks,37,0.21,8.05,8.05,0.0,0.12,0.024,0.015,0.056,0
92804000,Shirley Temple,Fruit drinks,56,0.0,14.17,12.55,0.1,0.0,0.001,0.001,0.001,0
92900100,"Fruit flavored drink, with high vitamin C, powdered, not reconstituted",Not included in a food category,386,0.0,98.94,92.31,0.4,0.0,0.0,0.0,0.0,0
92900110,"Fruit flavored drink, powdered, not reconstituted",Not included in a food category,380,0.0,97.9,97.15,0.0,1.01,0.183,0.129,0.531,0
92900200,"Fruit flavored drink, powdered, not reconstituted, diet",Not included in a food category,218,0.45,87.38,0.0,0.1,0.04,0.0,0.0,0.0,0
92900300,"Sports drink, dry concentrate, not reconstituted",Not included in a food category,380,0.0,97.9,97.15,0.0,1.01,0.183,0.129,0.531,0
93101000,Beer,Beer,43,0.46,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0
93102000,"Beer, light",Beer,29,0.24,1.64,0.09,0.0,0.0,0.0,0.0,0.0,0
93102300,"Beer, higher alcohol",Beer,58,0.9,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0
93106000,"Alcoholic malt beverage, sweetened",Beer,68,0.0,10.07,9.77,0.0,0.0,0.0,0.0,0.0,0
93106100,Alcoholic malt beverage,Beer,58,0.9,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0
93106500,Hard cider,Beer,56,0.0,5.92,5.92,0.0,0.0,0.0,0.0,0.0,0
93106600,Hard seltzer,Beer,24,0.07,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0
93201000,Liqueur,Liquor and cocktails,279,0.0,33.2,33.27,0.0,0.11,0.0,0.0,0.0,0
93201010,"Liqueur, cream",Liquor and cocktails,296,0.15,33.48,33.48,0.0,2.74,1.511,0.544,0.116,8
93202000,"Liqueur, coffee flavored",Liquor and cocktails,336,0.1,46.8,38.3,0.0,0.3,0.106,0.022,0.105,0
93301000,"Cocktail, NFS",Liquor and cocktails,89,0.0,7.8,7.48,0.0,0.19,0.0,0.0,0.0,0
93301010,Brandy Alexander,Liquor and cocktails,238,1.05,18.94,15.7,0.0,3.83,2.313,1.082,0.218,11
93301030,Bloody Mary,Liquor and cocktails,73,0.67,3.8,2.26,0.4,0.23,0.016,0.007,0.03,0
93301032,Cape Cod,Liquor and cocktails,98,0.0,10.18,8.94,0.0,0.08,0.007,0.014,0.044,0
93301040,Daiquiri,Liquor and cocktails,119,0.09,15.64,14.93,0.1,0.1,0.008,0.004,0.021,0
93301045,"Gelatin shot, alcoholic",Liquor and cocktails,102,0.24,2.8,2.66,0.0,0.0,0.0,0.0,0.0,0
93301050,Gimlet,Liquor and cocktails,188,0.1,5.08,3.52,0.1,0.03,0.002,0.002,0.005,0
93301060,Gin and tonic,Liquor and cocktails,84,0.0,6.57,6.57,0.0,0.0,0.0,0.0,0.0,0
93301075,Greyhound,Liquor and cocktails,87,0.42,6.28,5.58,0.2,0.36,0.062,0.07,0.132,1
93301083,Jagerbomb,Liquor and cocktails,102,0.34,15.97,15.98,0.0,0.03,0.0,0.0,0.0,0
93301085,Kamikaze,Liquor and cocktails,187,0.06,6.93,5.63,0.1,0.07,0.006,0.005,0.016,0
93301090,Manhattan,Liquor and cocktails,222,0.03,1.82,1.03,0.0,0.0,0.0,0.0,0.0,0
93301100,Margarita,Liquor and cocktails,122,0.08,16.06,16.06,0.0,0.08,0.006,0.002,0.015,0
93301110,Martini,Liquor and cocktails,201,0.07,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0
93301111,"Martini, flavored",Liquor and cocktails,187,0.09,6.36,4.86,0.1,0.03,0.002,0.002,0.007,0
93301113,Michelada,Beer,33,0.66,4.05,1.36,0.2,0.15,0.01,0.003,0.017,0
93301115,Mimosa,Wine,64,0.43,6.49,4.67,0.2,0.18,0.007,0.011,0.015,0
93301120,Mint julep,Liquor and cocktails,187,0.0,5.75,5.75,0.0,0.01,0.0,0.0,0.0,0
93301125,Mojito,Liquor and cocktails,61,0.09,2.45,1.82,0.2,0.03,0.002,0.007,0.004,0
93301127,Moscow mule,Liquor and cocktails,91,0.0,8.6,8.71,0.0,0.01,0.0,0.0,0.0,0
93301130,Old fashioned,Liquor and cocktails,164,0.16,6.11,5.57,0.5,0.04,0.004,0.006,0.007,0
93301132,Orange Blossom,Liquor and cocktails,98,0.57,9.32,7.85,0.2,0.26,0.01,0.016,0.022,0
93301135,Rob Roy,Liquor and cocktails,212,0.05,3.6,2.05,0.0,0.0,0.0,0.0,0.0,0
93301136,Rusty Nail,Liquor and cocktails,244,0.0,8.74,8.75,0.0,0.03,0.0,0.0,0.0,0
93301140,Screwdriver,Liquor and cocktails,92,0.58,7.66,6.16,0.2,0.26,0.011,0.017,0.023,0
93301141,Seabreeze,Liquor and cocktails,92,0.21,8.23,7.26,0.1,0.22,0.034,0.042,0.088,0
93301142,Seven and Seven,Liquor and cocktails,87,0.04,7.63,6.76,0.0,0.02,0.0,0.0,0.0,0
93301150,Tom Collins,Liquor and cocktails,123,0.08,16.11,16.11,0.0,0.08,0.006,0.002,0.015,0
93301160,Whiskey sour,Liquor and cocktails,123,0.08,16.11,16.11,0.0,0.08,0.006,0.002,0.015,0
93301170,Whiskey and soda,Liquor and cocktails,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93301181,Whiskey and water,Liquor and cocktails,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93301182,Whiskey and cola,Liquor and cocktails,89,0.0,7.8,7.48,0.0,0.19,0.0,0.0,0.0,0
93301183,Whiskey and diet cola,Liquor and cocktails,60,0.08,0.22,0.0,0.0,0.02,0.0,0.0,0.0,0
93301184,Whiskey and ginger ale,Liquor and cocktails,83,0.0,6.59,6.7,0.0,0.0,0.0,0.0,0.0,0
93301190,Rum and cola,Liquor and cocktails,89,0.0,7.8,7.48,0.0,0.19,0.0,0.0,0.0,0
93301191,Rum and diet cola,Liquor and cocktails,60,0.08,0.22,0.0,0.0,0.02,0.0,0.0,0.0,0
93301200,Pina Colada,Liquor and cocktails,151,0.36,19.48,17.58,0.1,2.14,1.955,0.094,0.045,0
93301205,Brandy and cola,Liquor and cocktails,89,0.0,7.8,7.48,0.0,0.19,0.0,0.0,0.0,0
93301211,Vodka and soda,Liquor and cocktails,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93301213,Vodka and lemonade,Liquor and cocktails,93,0.0,9.02,8.71,0.0,0.0,0.0,0.0,0.0,0
93301214,Vodka and cola,Liquor and cocktails,89,0.0,7.8,7.48,0.0,0.19,0.0,0.0,0.0,0
93301215,Vodka and diet cola,Liquor and cocktails,60,0.08,0.22,0.0,0.0,0.02,0.0,0.0,0.0,0
93301216,Vodka and energy drink,Liquor and cocktails,90,0.35,7.7,7.69,0.0,0.0,0.0,0.0,0.0,0
93301217,Vodka and water,Liquor and cocktails,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93301218,Vodka and tonic,Liquor and cocktails,84,0.0,6.57,6.57,0.0,0.0,0.0,0.0,0.0,0
93301230,Sloe gin fizz,Liquor and cocktails,66,0.03,2.22,1.95,0.0,0.01,0.002,0.0,0.001,0
93301240,Black Russian,Liquor and cocktails,279,0.04,21.21,17.36,0.0,0.14,0.048,0.01,0.048,0
93301250,White Russian,Liquor and cocktails,181,2.15,11.17,9.56,0.0,7.9,4.818,2.27,0.397,24
93301270,"Fruit punch, alcoholic",Liquor and cocktails,90,0.14,8.14,7.11,0.1,0.04,0.003,0.005,0.016,0
93301275,Champagne punch,Wine,120,0.16,11.5,9.52,0.1,0.06,0.004,0.005,0.015,0
93301280,Singapore Sling,Liquor and cocktails,93,0.12,7.25,6.16,0.2,0.04,0.007,0.002,0.005,0
93301310,Mai Tai,Liquor and cocktails,149,0.18,16.48,12.82,0.1,0.07,0.004,0.007,0.021,0
93301320,Tequila Sunrise,Liquor and cocktails,111,0.52,12.62,9.52,0.2,0.23,0.009,0.015,0.02,0
93301360,Long Island iced tea,Liquor and cocktails,107,0.01,8.66,8.43,0.0,0.15,0.001,0.0,0.003,0
93301370,Fuzzy Navel,Liquor and cocktails,107,0.57,16.17,14.71,0.2,0.28,0.01,0.016,0.022,0
93301400,Alcoholic coffee drink,Liquor and cocktails,88,0.21,2.1,2.04,0.0,2.38,1.355,0.497,0.105,7
93301500,Frozen daiquiri,Liquor and cocktails,127,0.07,17.65,17.65,0.0,0.08,0.006,0.001,0.015,0
93301510,Frozen margarita,Liquor and cocktails,122,0.08,16.06,16.06,0.0,0.08,0.006,0.002,0.015,0
93301550,"Eggnog, alcoholic",Liquor and cocktails,113,3.74,6.62,6.62,0.0,3.45,2.132,1.071,0.163,49
93301600,Gin fizz,Liquor and cocktails,66,0.03,2.22,1.95,0.0,0.01,0.002,0.0,0.001,0
93302000,"Rum, hot buttered",Liquor and cocktails,160,0.08,4.95,4.65,0.1,4.47,2.517,0.894,0.133,12
93401005,"Wine, sparkling",Wine,75,0.07,2.31,1.0,0.0,0.0,0.0,0.0,0.0,0
93401010,"Wine, red",Wine,85,0.07,2.61,0.62,0.0,0.0,0.0,0.0,0.0,0
93401020,"Wine, white",Wine,82,0.07,2.6,0.96,0.0,0.0,0.0,0.0,0.0,0
93401030,"Wine, rose",Wine,83,0.36,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0
93401100,"Wine, rice",Wine,134,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
